axis,context,dataset,gold_answer,metadata,question,sample_id,supporting_facts
knowledge,,triviaqa,Snake,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What type of creature is a copperhead?,bb_9204,[]
knowledge,,triviaqa,Frank Harris,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Who wrote My Life and Loves in 1926, originally banned in the US?",tc_1816,[]
knowledge,,triviaqa,Liberty Island,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Bedloe’s Island in New York Harbour, is the former name of which island?",qb_640,[]
knowledge,,triviaqa,KATE WINSLET,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""Which British actress won this year's U.S. Emmy award for best actress for her role in the drama series """"Mildred Pierce""""?""",wh_436,[]
knowledge,,triviaqa,THE LION KING,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The storyline of which 1994 Disney animated film is based on the Shakespearean tragedy Hamlet?,sfq_25907,[]
knowledge,,triviaqa,Cat,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","The Turkish Van (or Turkish Vankedisi), originally from the eastern Turkish lakeside city of Van, is domestic breed of?",bb_4458,[]
knowledge,,triviaqa,One Direction,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What boy band is Harry Styles a member of?,jp_3306,[]
knowledge,,triviaqa,Tonsils,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",'Quinsy' is a term for an abscess on which part of the body?,sfq_18652,[]
knowledge,,triviaqa,Translation,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Babel Fish is an icon/metaphor/brand for instantaneous what?,bb_4027,[]
knowledge,,triviaqa,'EAGLES',"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",By what name are the Essex one-day cricket team known?,odql_8725,[]
knowledge,,triviaqa,Neap tide,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the opposite of a spring tide,bt_2609,[]
knowledge,,triviaqa,To the Manor Born,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","What British sitcom that aired from 1979 to 1981 in the UK, starred Penelope Keith and Peter Bowles?",qw_707,[]
knowledge,,triviaqa,Steffi Graf,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which tennis player born in 1969 won 22 Grand Slam singles titles and Olympic Gold in 1988?,odql_15122,[]
knowledge,,triviaqa,Thailand,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which country is currently ruled by the Chakri dynasty that has been in power since 1782?,tb_1360,[]
knowledge,,triviaqa,'DAVID COPPERFIELD',"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",'Dora Spenlow' was the first wife of which Dickens character?,odql_13482,[]
knowledge,,triviaqa,'THE TRUMAN SHOW',"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""What 1998 film diected by Peter Weir , was advertised with the tag line """"On The Air, Unaware""""?""",odql_13391,[]
knowledge,,triviaqa,Adam Ant,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who had a U.K. No 1 in the 80's with Goody Two Shoes,bt_770,[]
knowledge,,triviaqa,Will Carling,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who captained the England rugby union team 59 times between 1988 and 1996?,sfq_23017,[]
knowledge,,triviaqa,Salt,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What common substance has the chemical formula NaCl?,bb_1584,[]
knowledge,,triviaqa,'THE YARDBIRDS'.,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","For which group did Jimmy Page, and John Paul Jones play before they formed 'Led Zepplin'?",odql_10315,[]
knowledge,,triviaqa,Sir Edward Elgar,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Whose portrait replaced Michael Faraday on the back of a £20 note?,odql_7794,[]
knowledge,,triviaqa,1997,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which year did divorce become officially legal in the Republic of Ireland?,qb_9646,[]
knowledge,,triviaqa,James Jones,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who wrote the 1951 novel ‘From here to Eternity’?,qb_4576,[]
knowledge,,triviaqa,LINSEED,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What type of oil is traditionally used to protect cricket bats ?,wh_2609,[]
knowledge,,triviaqa,Gulf of Aden.,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The Red Sea is connected to the Indian Ocean by which gulf ?,qz_5795,[]
knowledge,,triviaqa,Sex,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","What was the name of the boutique run by Malcolm McLaren and Vivienne Westwood at 430 King’s Road, London, between 1974 and 1976?",qb_7658,[]
knowledge,,triviaqa,SWITZERLAND,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",From which country does the cheese emmental originate?,sfq_18852,[]
knowledge,,triviaqa,AMANDA BURTON,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","In 'Brookside', which actress, later to become the star of many TV dramas, played the part of 'Heather Huntingdon' who became 'Heather Haversham', who became 'Heather Black'?",odql_6454,[]
knowledge,,triviaqa,Oliver Goldsmith,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who wrote the play She Stoops to Conquer?,sfq_4464,[]
knowledge,,triviaqa,Nicola Walker,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which actress featured in both autumn dramas River and Unforgotten?,dpql_825,[]
knowledge,,triviaqa,TOOTHPASTE,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which preparation still in use today, was known in 4th century Egypt? Then, it was made from salt, pepper, iris flowers and mint leaves, but now mostly comprises Sodium Fluoride.",sfq_1426,[]
knowledge,,triviaqa,LAERTES,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","In Greek Mythology, who is the father of Odysseus?",sfq_20838,[]
knowledge,,triviaqa,Jesse James,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What notorious outlaw was shot in the back by the coward Robert Ford?,jp_52,[]
knowledge,,triviaqa,Clergyman,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",A member of which profession would reside in a manse,bt_105,[]
knowledge,,triviaqa,Fort Boyard,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Name the game show, presented by Leslie Grantham and Melinda Messenger, where contestants were set physical and mental challenges?",qz_2135,[]
knowledge,,triviaqa,Greg Rusedski,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Prior to Andy Murray who was the last British player to contest a tennis Grand Slam singles final?,sfq_20461,[]
knowledge,,triviaqa,Charlotte's Web,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In which Children's book does the character Wilbur the Pig appear?,odql_1181,[]
knowledge,,triviaqa,Noises Off,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which Michael Frayn play features a ‘play within a play’ entitled Nothing On?,dpql_224,[]
knowledge,,triviaqa,Marriage,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Gamophobia is the fear of what?,sfq_9735,[]
knowledge,,triviaqa,Atomic Kitten,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Whole Again and Eternal Flame were Number Ones for which girl group in 2001?,odql_14833,[]
knowledge,,triviaqa,ALT,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which river rises in Huyton and meets the coast at Hightown?,sfq_17520,[]
knowledge,,triviaqa,Form,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the name for a hare's nest?,qw_10908,[]
knowledge,,triviaqa,BENFICA,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Jose Mourinho was appointed manager of which football club September to December 2000 - his first managerial post?,sfq_23282,[]
knowledge,,triviaqa,The Goldfinger (1964) theme,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","From 'On Her Majesty's Secret Service' (1969), as Bond passes a janitor in Draco's headquarters, the man can be heard whistling what?",qf_1375,[]
knowledge,,triviaqa,JURASSIC,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which geological period came between the Triassic and Cretaceous periods?,wh_3326,[]
knowledge,,triviaqa,Amos 'N' Andy,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What US sitcom was the first exported to Britain?,tc_1622,[]
knowledge,,triviaqa,Wolf,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Lupine relates to which animal?,qb_3400,[]
knowledge,,triviaqa,ALESSANDRO ALLORI,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which Florentine painter 1535-1607 used the name Bronzino after the death of his 'uncle'?,sfq_18245,[]
knowledge,,triviaqa,Ant and Dec,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which famous UK television duo provide the voices for the main characters in the children’s program ‘Engie Benjy’?,qb_6284,[]
knowledge,,triviaqa,Ruth Handler,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who was the inventor of the Barbie Doll,bt_1488,[]
knowledge,,triviaqa,Archer,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What fictional spy show showcases the dysfunctional International Secret Intelligence Service (ISIS)?,qg_4216,[]
knowledge,,triviaqa,UNESCO,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","Which organisation, which has its Headquarters in Paris, was established on 16 November 1945?",qw_2309,[]
knowledge,,triviaqa,GOOSE PIMPLES,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",For which human physical reaction is horripilation the correct medical term?,sfq_19572,[]
knowledge,,triviaqa,A prison,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In one of Walter Scott's Waverley' novels what was The Heart of Midlothian?,sfq_16558,[]
knowledge,,triviaqa,The Black Panther Party,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",With what group are Bobby Seale and Huey P. Newton associated?,qw_7917,[]
knowledge,,triviaqa,Judi Dench,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who played M in the Bond film Goldeneye,bt_706,[]
knowledge,,triviaqa,Edward IV,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which English monarch was the last to be born in France?,sfq_18192,[]
knowledge,,triviaqa,JOHANNESBURG,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Which African city is served by O R Tambo airport?,sfq_14991,[]
knowledge,,triviaqa,ARTHUR C. CLARKE,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""Who devised the science-fiction law that states """"Any sufficiently advanced technology is indistinguishable from magic""""?""",odql_2962,[]
knowledge,,triviaqa,Mexico,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",The Rio Grande forms the border of Texas with what other area?,qw_6866,[]
knowledge,,triviaqa,Moon,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the name for a natural satellite that orbits a planet?,qw_11463,[]
knowledge,,triviaqa,Biathlon,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","""What winter sport that combines cross-country skiing and rifle shooting was called """"military patrol"""" when it was contested at the Olympic Winter Games in 1924, and demonstrated in 1928, 1936, and 1948?""",qw_2867,[]
knowledge,,triviaqa,Linford Christie,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who won the gold medal for the 100m at the 1992 Olympics at 32 years of age and became the oldest Olympic 100 m champion by four years?,qw_7097,[]
knowledge,,triviaqa,Pete Best,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who was sacked as the Beatles' drummer and replaced by Ringo Starr?,qz_5552,[]
knowledge,,triviaqa,RUSSELL T. DAVIES,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the name of the Welsh television producer and writer who created 'Torchwood'?,odql_757,[]
knowledge,,triviaqa,Turkey,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","The Dardanelles and the Bosporus, straits which separate Europe from the mainland of Asia, run through which country?",qw_4121,[]
knowledge,,triviaqa,Deep Ocean,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","In geology, Greywacke is classed as what form of sedimentary rock?",bb_2017,[]
knowledge,,triviaqa,Eric Morley.,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",Who created the Miss World pageant?,qz_6036,[]
knowledge,,triviaqa,Cete,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the collective noun for a group of badgers?,sfq_5036,[]
knowledge,,triviaqa,Webbed feet,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is the distinguishing feature of an animal described as ‘palmiped’?,sfq_26216,[]
knowledge,,triviaqa,The HEDGEHOG,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",In 'Alice In Wonderland' what was used as the ball in the game of croquet?,sfq_5770,[]
knowledge,,triviaqa,David Davis,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}","As at November 2007, who is the Shadow Home Secretary?",sfq_570,[]
knowledge,,triviaqa,Volkswagen Beetle,"{""source"": ""huggingface"", ""hf_dataset"": ""trivia_qa/rc.nocontext"", ""split"": ""validation""}",What is Volkswagen's all-time best-selling car model?,jp_1470,[]
